Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 261g:, English Literature to 1800 ,Intensive reading of major writers to 1800.,(4.0 units),Not available,Not available,32635D,2:00-3:20pm,"Tue, Thu",Lecture,Anthony Kemp
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 262g:, English Literature since 1800 ,"Intensive reading of major writers, 18001950.",(4.0 units),Not available,Not available,32640D,12:30-1:50pm,"Tue, Thu",Lecture,Ashley Cohen
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 263g:, American Literature ,Intensive reading of representative writers.,(4.0 units),Not available,Not available,32645D,1:00-1:50pm,MWF,Lecture,Thomas Gustafson
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 270g:, Studying Narrative ,"Introduction to major forms, styles and theories of narrative, with attention to characterization, plot, genres, ethics, empathy, perspective, audience and social conditions.",(4.0 units),Not available,Not available,32650D,12:30-1:50pm,"Tue, Thu",Lecture,Sara Sligar
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 280g:, Introduction to Narrative Medicine ,"Study of literary modes of narrative and their uses in medical understanding, character formation, social identity, and relations between mind and body.",(4.0 units),Not available,Not available,32652D,9:30-10:50am,"Tue, Thu",Lecture,Erika Wright
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 297g:, Introduction to the Genre of Nonfiction ,"Study of forms of nonfiction writing, focusing on craft and process: how it works and how to read, write and write about it.",(4.0 units),Not available,Not available,32656R,11:00-12:20pm,"Tue, Thu",Lecture,Christopher Freeman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 299g:, Introduction to the Genre of Poetry ,"Historical survey of the traditions of lyric poetry from Shakespeare to the contemporary, examining the genre's multiple forms of literary, visual, and aural expression.",(4.0 units),Not available,Not available,32670R,9:30-10:50am,"Tue, Thu",Lecture,Christopher Freeman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 300:, Advanced Expository Writing ,Intensive practice intended to develop a high level of competence in writing expository prose.,(2.0-4.0 units),Not available,Not available,32677D,2:00-4:50pm,Tuesday,Lecture,M G Lord
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 302:, Writing Narrative ,Introduction to the techniques and practice of writing narrative in fiction and literary non-fiction,(4.0 units),Not available,Not available,32680D,2:00-4:20pm,Thursday,Lecture,David Ulin
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 303:, Introduction to Fiction Writing ,Introduction to the techniques and practice of writing prose fiction.,(4.0 units),Not available,Not available,32684D,2:00-4:20pm,Wednesday,Lecture,Percival Everett
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 304:, Introduction to Poetry Writing ,Introduction to the techniques and practice of writing poetry.,(4.0 units),Not available,Not available,32688D,2:00-4:20pm,Thursday,Lecture,Molly Bendall
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 325g:," Pre-Modern Wonders: Magic, Monsters and Marvels ","A study of literature and literary theory through the themes and theories of wonder, magic and the uncanny in English literature before 1800.",(4.0 units),Not available,Not available,32698D,3:30-4:50pm,"Tue, Thu",Lecture,Thea Tomaini
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 342g:, Women in English and American Literature after 1800 ,"Women as writers and as subjects, with special emphasis on feminist and liberationist traditions and on changing female images after 1800.",(4.0 units),Not available,Not available,32703D,11:00-12:20pm,"Tue, Thu",Lecture,Molly Bendall
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 344mg:, Sexual/Textual Diversity ,"Questions of gay and lesbian identity, expression and experience in a variety of literary and cultural forms; emphasis on sexual politics, equality and difference.",(4.0 units),Not available,Not available,32704D,10:00-10:50am,MWF,Lecture,Sarah Kessler
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 351:, Periods and Genres in American Literature ,"A concentrated reading and criticism of the works of one period or one genre of American literature; for example, colonial literature, the American Renaissance, American poetry, American drama.","(4.0 units, max 8)",Not available,Not available,32706R,2:00-3:20pm,"Mon, Wed",Lecture,David Roman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 352g:, Bookpacking ,"Literary travel using novels to explore regional culture and unify the study of literature, history, geography, politics and social studies.","(4.0 units, max 8)",Not available,Not available,32707R,9:30-10:50am,"Tue, Thu",Lecture,Andrew Chater
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 362g:, Contemporary Poetry ,"Study of poetry written in English since 1945, with special emphasis on the last two decades.",(4.0 units),Not available,Not available,32712D,5:00-6:20pm,"Mon, Wed",Lecture,Susan Mccabe
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 363g:, Contemporary Drama ,"Selected British, Irish, and American drama from the post World War II period (1945 to the present).",(4.0 units),Not available,Not available,32713D,2:00-3:20pm,"Tue, Thu",Lecture,Brighde Mullins
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 371g:, Literary Genres and Film ,Literary studies in the relationship between fiction and drama and their adaptation as films.,(4.0 units),Not available,Not available,32715D,4:30-6:50pm,"Tue, Thu",Lecture,Brighde Mullins
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 372:, Literature and Related Arts ,An examination of how literature and related arts intersect in a particular cultural milieu. Selected topics.,"(4.0 units, max 8)",Not available,Not available,32716D,9:30-10:50am,"Tue, Thu",Lecture,Jonathan Leal
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 375:, Science Fiction ,"Investigation of the scope and possibilities of British and American science fiction as a genre, with some attention to its historical development.",(4.0 units),Not available,Not available,32720R,3:30-4:50pm,"Mon, Wed",Lecture,Rick Berg
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 392:, Visual and Popular Culture ,"Course in the theory and practices of ""popular culture,"" highlighting modern and comtemporary culture, film, video and popular music, as well as narrative forms.",(4.0 units),Not available,Not available,32725R,2:00-4:50pm,Monday,Lecture,Enrique Martinez Celaya
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 402:, Narrative Composition ,Intermediate practical workshop concentrating on the creation of narrative in fiction and literary nonfiction.,"(4.0 units, max 8)",Prerequisite: 1 from (ENGL 302 or ENGL 305),Restriction:  Registration open to the following major(s): Narrative Studies,32727R,2:00-4:20pm,Tuesday,Lecture,Geoff Dyer
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 404:, The Writer in the Community ,"Apprenticeship with experienced writer-teachers, providing students with a pedagogical framework and practical experience for teaching creative writing in schools and community settings.","(2.0-4.0 units, max 8)",Not available,Not available,32728R,4:30-7:00pm,Monday,Lecture,Hiram Sims
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 405:, Fiction Writing ,A practical course in composition of prose fiction.,"(4.0 units, max 8)",Prerequisite: 1 from (ENGL 303 or ENGL 305),Not available,32732R,2:00-4:20pm,Tuesday,Lecture,Aimee Bender
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 406:, Poetry Writing ,A practical course in poetry writing.,"(4.0 units, max 8)",Prerequisite: ENGL 304,Not available,32733R,4:30-7:20pm,Wednesday,Lecture,Catherine Theis
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 407:, Advanced Fiction Writing ,Prerequisite: English 405 and/or consent of instructor.,"(4.0 units, max 8)",Prerequisite: ENGL 405,Not available,32736D,2:00-4:20pm,Monday,Lecture,Percival Everett
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 408:, Advanced Poetry Writing ,Prerequisite: Acceptance of manuscript by instructor.,"(4.0 units, max 8)",Prerequisite: ENGL 406,Not available,32738D,2:00-4:20pm,Monday,Lecture,Susan Mccabe
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 420:, English Literature of the Middle Ages (1100-1500) ,"Selected studies in the major figures, genres, and themes of Middle English literature to Malory, with special emphasis on Chaucer.",(4.0 units),Prerequisite: ENGL 261,Not available,32740R,9:30-10:50am,"Mon, Wed",Lecture,David Rollo
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 430:, Shakespeare ,"Major history plays, comedies, and tragedies.",(4.0 units),Not available,Not available,32730D,12:00-1:50pm,"Mon, Wed",Lecture,Ian Smith
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 442:," American Literature, 1920 to the Present ","American poetry, fiction, and drama since World War I with special attention to Eliot, Frost, Hemingway, Fitzgerald, O'Neill, Stevens, Faulkner, and Nabokov.",(4.0 units),Not available,Not available,32745D,5:00-6:20pm,"Tue, Thu",Lecture,Elda Maria Roman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 448m:, Chicano and Latino Literature ,"Development of the poetry, essay, short story and novel of the Chicano and Latino peoples of the United States, with particular emphasis on the differentiating characteristics between the multiple cultures that constitute the Latino populations.",(4.0 units),Not available,Not available,10437R,2:00-3:20pm,"Tue, Thu",Lecture,Elda Maria Roman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 461:, English Drama to 1800 ,"Representative plays, especially those of the Elizabethan, Jacobean, and Restoration periods.",(4.0 units),Not available,Not available,32753D,11:00-12:20pm,"Tue, Thu",Lecture,Heather James
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 466:, The 19th Century English Novel ,"Theory and practice of fiction in works of major writers such as Austen, Dickens, Thackeray, George Eliot, Meredith, and Hardy.",(4.0 units),Not available,Not available,32756D,9:30-10:50am,"Tue, Thu",Lecture,Steven Minas
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,"Restriction:  Registration open to the following class level(s): Junior, Senior",32758D,TBA,TBA,Lecture,Beatrice Sanford Russell
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 491:, Senior Seminar in Literary Studies ,Selected problems in literary history and criticism.,(4.0 units),Not available,Not available,32759D,2:00-4:20pm,Tuesday,Lecture,Devin Griffiths
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 492:, Narrative Studies Capstone Seminar ,"Individual research, reading, writing and project development as a senior capstone experience in the study of narrative.",(4.0 units),Not available,Restriction:  Registration open to the following major(s): Narrative Studies,32763D,2:00-4:20pm,Thursday,Lecture,Christopher Freeman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 496:, Senior Honors Thesis ,Seminar in workshop form to accompany completion of Senior HonorsThesis. Bi-weekly meetings to complete thesis according to contract.,(4.0 units),Prerequisite: ENGL 491,Not available,32769D,2:00-4:20pm,Monday,Lecture,
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 535:, Literatures and Cultures of the Romantic Period ,"Studies in British literature and culture, from the 1790s to 1830s, including gender and genre, authorship and authenticity, ""romance"" and revolution, forms of belief and doubt, and other topics.","(4.0 units, max 12)",Not available,Not available,32782D,2:00-4:20pm,Monday,Lecture,Margaret Russett
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 560:, Early American Literatures and Cultures ,"Studies in the literature of discovery, exploration and conquest, the Puritan migration, literary genres in colonial America, history and myth of American origins, and other topics.","(4.0 units, max 12)",Not available,Not available,32785D,4:30-6:50pm,Tuesday,Lecture,Anthony Kemp
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 563:, Poetry and Prose into Drama ,"Plays for the stage shall be written using public-domain poetry and prose as inspiration and source material, complemented with exploring poetry, prose, and varied dramas as context for the student writer. Students should be well-versed in literature, and have written in one or more genres.","(4.0 units, max 12)",Not available,Not available,63219D,5:00-7:50pm,Wednesday,Lecture,Paula Cizmar
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 590:, Directed Research ,Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,32790D,TBA,TBA,Lecture,Ashley Cohen
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 591:, 20th Century American Literatures and Cultures ,"Studies in rural and urban fictions, modernism, the shift from imagism and symbolism to confessional poetry, recovered writers, hemispheric traditions, literature and kindred arts, and other topics.","(4.0 units, max 12)",Not available,Not available,32791D,2:00-4:50pm,Thursday,Lecture,Devin Griffiths
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 593:, Practicum in Teaching English and Narrative Studies ,"Practical principles for development of effective teaching within the disciplines of English, Creative Writing, and Narrative Studies. Intended for teaching assistants in English.","(2.0 units, max 8)",Not available,"Restriction:  Registration open to the following major(s): English (Creative Writing), English",32793D,5:00-6:20pm,Tuesday,Lecture,Christopher Freeman
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 599:, Special Topics ,"Thematic, theoretical, or experimental studies in British and American literatures and cultures.","(2.0-4.0 units, max 8)",Not available,Not available,32811D,6:00-7:50pm,Wednesday,Lecture,Ashley Cohen
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 602:, Writers in the World: Text and Context ,"Editing and publishing within the tradition of literary and cultural influences upon a wide range of authors, readers and genres.",(4.0 units),Not available,Not available,32802D,4:30-6:50pm,Tuesday,Lecture,Dana Johnson
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 606b:, The Literary Landscape: Digital Toolkit ,Research and identification of internships; preparation of application materials for submission to in-person and remote internship opportunities.,(2.0 units),Prerequisite: ENGL 601 and ENGL 606A,Restriction:  Registration open to the following major(s): Literary Editing and Publishing,32805D,3:00-4:20pm,Wednesday,Lecture,David Ulin
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 607:, Digital Publishing and Literary Writing for New Media ,"Discussion of literary texts combined with hands-on digital practice in composition, design and fabrication for electronic publication, including formal, technical and philosophical issues.",(4.0 units),Not available,Not available,32807D,2:00-4:20pm,Tuesday,Lecture,Jonathan Leal
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 608:, Publishing on Both Sides of the Transom ,Editorial and publishing workshop with an intensive hands-on student project following the progress of a single piece of writing from manuscript to print.,(4.0 units),Not available,Not available,32808D,4:30-6:50pm,Thursday,Lecture,David Ulin
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 609b:, Internship in Editing and Publishing: Eloquence and Ethics ,Practical experience in the publishing world for acquiring skills and knowledge beyond the classroom.,(2.0 units),Prerequisite: ENGL 609A,Not available,32809D,3:00-4:20pm,Wednesday,Lecture,Brighde Mullins
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 610:, Theory and Criticism ,"Studies in meaning and meaning-making, form, comparative theory, theories of history and culture, theory in the classroom, and other topics.","(4.0 units, max 12)",Not available,Not available,32810D,2:00-4:20pm,Thursday,Lecture,Maggie Nelson
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 620:, Literature and Interdisciplinary Studies ,"Issues and theory of studying literature in relation to history, science, politics, psychology, religion, sociology, media, the visual arts, and other disciplines.","(4.0 units, max 12)",Not available,Not available,32812D,4:30-6:50pm,Wednesday,Lecture,Molly Bendall
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 640:, Individual Writers ,"Studies of major and minor, canonic and non-canonic writers.","(4.0 units, max 12)",Not available,Not available,32814D,4:30-6:50pm,Monday,Lecture,Geoff Dyer
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 650:, Multicultural Literary Studies ,"Theories of race and ethnicity, cultural imperialism, discourse of power and class, literatures of the Americas, and other topics.","(4.0 units, max 12)",Not available,Not available,32610D,2:00-4:20pm,Friday,Lecture,Corrine Collins
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 693:, Graduate Nonfiction Form and Theory ,"Study of conventional and experimental works of creative nonfiction, from memoir to poetry, criticism and scholarship, focusing on issues of form, ethics, style and audience.","(4.0 units, max 16)",Not available,"Restriction:  Registration open to the following major(s): English (Creative Writing), English",32823D,4:30-6:50pm,Tuesday,Lecture,David Treuer
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 697:, Graduate Fiction Writing Workshop ,"Intensive practicum in advanced level fiction writing, intended to develop high level creative compositional ability. Open only to Creative Writing PhD degree candidates.","(4.0 units, max 16)",Not available,Restriction:  Registration open to the following major(s): English,32826D,2:00-4:50pm,Tuesday,Lecture,Danzy Senna
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 698:, Graduate Poetry Form and Theory ,Seminar. Studies in poetry form and function or critical theory.,"(4.0 units, max 16)",Not available,Restriction:  Registration open to the following class level(s): Doctoral Student,32828D,4:30-6:50pm,Thursday,Lecture,Mark Irwin
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 700x:, Theories and Practices of Professional Development I ,"A structured environment in which to craft a research project, write a dissertation prospectus, and define areas of professional expertise. Graded CR/NC. Recommended preparation: passage of screening exam. Not available for degree credit.",(2.0 units),Not available,Not available,32830D,TBA,TBA,Lecture,Ashley Cohen
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 701x:, Theories and Practices of Professional Development II ,This two-credit course helps ABD students craft their professional identities and placement materials as they make the transition from graduate school to their academic position. Graded CR/NC. Not available for degree credit.,(2.0 units),Not available,Not available,32831D,TBA,TBA,Lecture,Devin Griffiths
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 790:, Research ,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,32794D,TBA,TBA,Lecture,Ashley Cohen
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 794a:, Doctoral Dissertation ,Credit on acceptance of dissertation.,(2.0 units),Not available,Restriction:  Registration open to the following class level(s): Doctoral Student,32895D,TBA,TBA,Lecture,
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 794b:, Doctoral Dissertation ,Credit on acceptance of Dissertation. GRADED CR/NC.,(2.0 units),Prerequisite: ENGL 794A,Restriction:  Registration open to the following class level(s): Doctoral Student,32896D,TBA,TBA,Lecture,
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 794c:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(2.0 units),Prerequisite: ENGL 794B,Restriction:  Registration open to the following class level(s): Doctoral Student,32897D,TBA,TBA,Lecture,
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 794d:, Doctoral Dissertation ,Credit on acceptance of Dissertation. Graded CR/NC.,(2.0 units),Prerequisite: ENGL 794C,Restriction:  Registration open to the following class level(s): Doctoral Student,32898D,TBA,TBA,Lecture,
ENGL,https://classes.usc.edu/term-20241/classes/ENGL/,ENGL 794z:, Doctoral Dissertation ,Credit upon acceptance of Dissertation. Graded CR/NC.,(0.0 units),Prerequisite: ENGL 794D,Restriction:  Registration open to the following class level(s): Doctoral Student,32899D,TBA,TBA,Lecture,
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 100g:, Introduction to Environmental Studies ,Gateway to the majors and minors in environmental studies. Provides students with an overview of how government agencies and societal institutions address (or fail to address) the interrelated social and scientific aspects of environmental problems and policies.,(4.0 units),Not available,Not available,33001R,2:00-3:20pm,"Mon, Wed",Lecture,Victoria Petryshyn
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 150xg:, Environmental Issues in Society ,"Exploration of the major social, political, economic, religious, and philosophical disagreements that exist between scholars, leaders, and citizens concerning today's most serious environmental issues and problems. Not available for credit to environmental studies majors and minors.",(4.0 units),Not available,Not available,33005R,12:30-1:50pm,"Tue, Thu",Lecture,Sean Fraga
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 298aL:, Introduction to Scientific Diving ,"Extensive academic preparation in the physics, physiology, safety, and methodology for in-water scientific diving.",(2.0 units),Not available,Not available,33015D,5:00-5:50pm,Wednesday,Lecture,Hanna Reed
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 310:, Sustainable Fisheries Management ,"Examination of scientific, social, political, and economic factors of fisheries management, engaging students in key issues of coastal and marine sustainability.",(4.0 units),Prerequisite: ENST 100,Not available,33017R,11:00-12:20pm,"Tue, Thu",Lecture,David Ginsburg
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 320aL:, Water and Soil Sustainability: Energy and Air Sustainability ,"Overview of issues related to water and soil sustainability including science, policy and business aspects. Recommended Preparation ENST-100.",(4.0 units),Not available,Not available,33020R,2:00-3:20pm,"Tue, Thu",Lecture,Scott Applebaum
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 320b:, Water and Soil Sustainability: Energy and Air Sustainability ,"Overview of issues related to water and soil sustainability including science, policy and business aspects. Recommended Preparation ENST-100.",(4.0 units),Prerequisite: ENST 320a,Not available,33022R,2:00-3:20pm,"Tue, Thu",Lecture,Victoria Petryshyn
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 335:," Science, Health and the Environment ",Exploration of environmentally transmitted human diseases; understanding the human/pathogen/environment nexus that leads to disease in human populations; disease transmission reduction.,(4.0 units),Prerequisite: 1 from (BISC 103 or BISC 120),Not available,33025R,2:00-3:20pm,"Mon, Wed",Lecture,Jill Sohm
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 344:, Environmental Ethics ,Explores issues concerning behavior of humans towards the nonhuman world. Examines a wide spectrum of ethical issues.,(4.0 units),Prerequisite: 1 from (ENST 100 or ENST 150),Not available,33031R,9:00-10:20am,"Mon, Wed",Lecture,Sean Fraga
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 347:, Environmental Law ,Introduces students to central concepts and theories in environmental law and regulation; analyzes present environmental laws and regulations.,(4.0 units),Not available,Not available,51987R,2:00-4:50pm,Tuesday,Lecture,Jefferey Sellers
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 370:, Marine and Coastal Environmental Policy ,"Survey of major environmental policies both international and domestic as they relate to fisheries, shipping, pollution, seaports and coastal management.",(4.0 units),Prerequisite: ENST 387 and 1 from (ENST 100 or ENST 150),Not available,33030R,12:30-1:50pm,"Tue, Thu",Lecture,James Fawcett
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 387:, Economics for Natural Resources and the Environment ,An introduction to the economic tools and issues that affect natural resource use and environmental management.,(4.0 units),Not available,Not available,33032R,10:30-11:50am,"Mon, Wed",Lecture,Monalisa Chatterjee
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 396:, Directed Governmental and Political Leadership Internship ,Intensive experience in governmental and political offices. Minimum time requirement; evaluation by office and intern report required.,"(2.0-8.0 units, max 8)",Not available,Not available,52040D,TBA,TBA,Lecture,Iva Bozovic
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 445:," Earth Climate: Past, Present, and Future ",Examination of the tools used to reconstruct past climate change and a thorough discussion of past climate changes on earth with an emphasis on the recent past.,(4.0 units),Prerequisite: ENST 320B,Not available,33048R,9:30-10:50am,"Tue, Thu",Lecture,Victoria Petryshyn
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 466:, Business and Environmental Sustainability ,Focuses on how businesses both contribute to and can help address environmental sustainability challenges and the role of the broader political-economy in shaping that interaction.,(4.0 units),Not available,Not available,16678R,2:00-3:50pm,"Tue, Thu",Lecture,Paul Adler
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 483L:, Coastal Zone Sustainability ,Field skills and management tools to investigate environmental problems in coastal zones; cultural and scientific topics; collection and analysis of environmental data.,(4.0 units),Not available,Not available,33055D,TBA,TBA,Lecture-Lab,David Ginsburg
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 486:, Social Science Research Methods for Environmental Analysis ,Applied social science research methods; introduces key qualitative and quantitative methods of collecting social data relevant for environmental issues.,(4.0 units),Not available,Not available,33051D,TBA,TBA,Lecture,"Monalisa Chatterjee,Victoria Campbell-Arvai"
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 487:, Resource and Environmental Economics ,"Management and extraction of renewable and non-renewable natural resources; environmental externalities and regulation of air, water, and land pollution; market incentives versus direct regulation.",(4.0 units),Prerequisite: ECON 303,Not available,26165R,2:00-3:20pm,"Tue, Thu",Lecture,Hao Yin
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,Not available,33056D,TBA,TBA,Lecture,
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 492:, Directed Environmental Policy and Science Internship ,Provides opportunities for professional development in environmental policy and science and prepares students for career or graduate school in environmental-related fields. Students are placed in internships and guided before and during the internship period and gain practical experience and learn how government and nongovernmental organizations pursue and implement environmental policy and science work.,"(2.0-4.0 units, max 8)",Not available,"Restriction:  Registration open to the following major(s): Environmental Science and Health, Environmental Studies, Environmental Studies",33058D,TBA,TBA,Lecture,Yael Wolinsky-Nahmias
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 495:, Senior Seminar in Environmental Studies ,Students form multidisciplinary teams and are asked to study and resolve a major environmental problem facing a particular region or target population.,(4.0 units),Not available,Not available,33062D,8:00-5:50pm,Friday,Lecture,Scott Applebaum
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 499:, Special Topics ,Selected topics dealing with environmental issues and problems.,"(1.0-8.0 units, max 8)",Not available,Not available,33069D,TBA,TBA,Lecture,Sean Fraga
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 520:, Environmental Law and Policy ,"Introduces students to the central issues, concepts, and theories in environmental law and policy and analyzes present environmental laws and regulations.",(4.0 units),Not available,Not available,33084D,6:00-7:20pm,"Mon, Wed",Lecture,Justin Ehresmann
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 530:, Environmental Risk Analysis ,"Analyzes various potential environmental risks and examines how science, government, and business measure and prepare for environmental risks.",(4.0 units),Not available,Not available,33083D,3:30-6:20pm,Tuesday,Lecture,Monalisa Chatterjee
ENST,https://classes.usc.edu/term-20241/classes/ENST/,ENST 590:, Directed Research ,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,33090D,TBA,TBA,Lecture,
GSEC,https://classes.usc.edu/term-20241/classes/GSEC/,GSEC 510:, Security and Global Governance ,Major theoretical approaches to the study of war; focus is on recent issues in security studies.,(4.0 units),Not available,Restriction:  Registration open to the following class level(s): Master Student,38101D,2:30-5:50pm,Wednesday,Lecture,Robert English
GSEC,https://classes.usc.edu/term-20241/classes/GSEC/,GSEC 530:, Human Impact of Genocide and Mass Violence ,Analysis of the consequences of genocide and mass violence on human security and individual well-being and an exploration of processes to address mass atrocities.,(4.0 units),Not available,Restriction:  Registration open to the following major(s): Global Security Studies,38103D,2:00-4:50pm,Thursday,Lecture,Steve Swerdlow
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 012x:, French 120 Language Practicum ,English grammar as it relates to French in order to improve students' French language skills; explicit pronunciation and intonation practice. Requires concurrent enrollment in either FREN 120 French I or MPVA 261 French Language and Diction.,(1.0 unit),Not available,Not available,34212D,TBA,TBA,Lecture,
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 015x:, French 150 Language Practicum ,English grammar as it relates to French in order to improve students French language skills; explicit pronunciation and intonation practice.,(1.0 unit),Prerequisite: 1 from (FREN 120 or MPVA 261),Not available,34226D,TBA,TBA,Lecture,
